ID	FORM_ID	DOCULECT	DOCULECT_ID	CONCEPT	CONCEPT_ID	VALUE	FORM	BORROWING
245990	274-16-450-1	Ese Ejja	274	shame (noun)	16-450	-ɓičo	-ɓičo	
245991	274-16-530-1	Ese Ejja	274	fear, fright	16-530	-mete; -ʔaxa	-mete	
245992	274-16-530-2	Ese Ejja	274	fear, fright	16-530	-mete; -ʔaxa	-ʔaxa	
245993	274-16-620-1	Ese Ejja	274	desire, want	16-620	-sa; -ɓoti, keahai, kia-haiɓo	-sa	
245994	274-16-620-2	Ese Ejja	274	desire, want	16-620	-sa; -ɓoti, keahai, kia-haiɓo	-ɓoti	
245995	274-16-620-3	Ese Ejja	274	desire, want	16-620	-sa; -ɓoti, keahai, kia-haiɓo	keahai	
245996	274-16-620-4	Ese Ejja	274	desire, want	16-620	-sa; -ɓoti, keahai, kia-haiɓo	kia-haiɓo	
245997	274-16-622-1	Ese Ejja	274	choose	16-622	mepe-nahe	mepe-nahe	
245998	274-16-660-1	Ese Ejja	274	true	16-660	eʔe nee, eʔe hohinee	eʔe nee	
245999	274-16-660-2	Ese Ejja	274	true	16-660	eʔe nee, eʔe hohinee	eʔe hohinee	
246000	274-16-670-1	Ese Ejja	274	lie, tell lies	16-670	siaxe	siaxe	
246001	274-16-710-1	Ese Ejja	274	good	16-710	-ɓame; hayaya; -kixene	-ɓame	
246002	274-16-710-2	Ese Ejja	274	good	16-710	-ɓame; hayaya; -kixene	hayaya	
246003	274-16-710-3	Ese Ejja	274	good	16-710	-ɓame; hayaya; -kixene	-kixene	
246004	274-16-720-1	Ese Ejja	274	bad	16-720	kea-mase; kea-šoʔitai	kea-mase	
246005	274-16-720-2	Ese Ejja	274	bad	16-720	kea-mase; kea-šoʔitai	kea-šoʔitai	
246006	274-16-770-1	Ese Ejja	274	mistake, error	16-770	aho-ka-	aho-ka-	
246007	274-16-790-1	Ese Ejja	274	praise	16-790	ɓiwea-ɓiwea-ki-nahe	ɓiwea-ɓiwea-ki-nahe	
246008	274-16-810-1	Ese Ejja	274	beautiful	16-810	-ɓame; -heɓo	-ɓame	
246009	274-16-810-2	Ese Ejja	274	beautiful	16-810	-ɓame; -heɓo	-heɓo	
246010	274-16-820-1	Ese Ejja	274	ugly	16-820	-taʔi; kʷaʔama	-taʔi	
246011	274-16-820-2	Ese Ejja	274	ugly	16-820	-taʔi; kʷaʔama	kʷaʔama	
246012	274-17-130-1	Ese Ejja	274	think (= reflect)	17-130	xašawaɓaki-; šawaɓaɲaki-	xašawaɓaki-	
246013	274-17-130-2	Ese Ejja	274	think (= reflect)	17-130	xašawaɓaki-; šawaɓaɲaki-	šawaɓaɲaki-	
246014	274-17-140-1	Ese Ejja	274	think (= be of the opinion)	17-140	eʔenee poa-nahe	eʔenee poa-nahe	
246015	274-17-150-1	Ese Ejja	274	believe	17-150	eʔenee poa-nahe	eʔenee poa-nahe	
246016	274-17-170-1	Ese Ejja	274	know	17-170	ɓa-nahe	ɓa-nahe	
246017	274-17-171-1	Ese Ejja	274	guess	17-171	šawaɓaki-nahe	šawaɓaki-nahe	
246018	274-17-180-1	Ese Ejja	274	seem	17-180	haiyoxa	haiyoxa	
246019	274-17-240-1	Ese Ejja	274	learn	17-240	xašaxaaxaki-nahe	xašaxaaxaki-nahe	
246020	274-17-250-1	Ese Ejja	274	teach	17-250	sowiwowi-	sowiwowi-	
246021	274-17-260-1	Ese Ejja	274	pupil	17-260	iya	iya	
246022	274-17-270-1	Ese Ejja	274	teacher	17-270	e-sowiwowi-xi	e-sowiwowi-xi	
246023	274-17-310-1	Ese Ejja	274	remember	17-310	niɲeɓa-	niɲeɓa-	
246024	274-17-320-1	Ese Ejja	274	forget	17-320	pahea-	pahea-	
246025	274-17-340-1	Ese Ejja	274	clear, plain	17-340	-tawa	-tawa	
246026	274-17-460-1	Ese Ejja	274	easy	17-460	kamahaʔama	kamahaʔama	
246027	274-17-470-1	Ese Ejja	274	difficult	17-470	-kamaha	-kamaha	
246028	274-17-530-1	Ese Ejja	274	if	17-530	-ho	-ho	
246029	274-17-550-1	Ese Ejja	274	yes, affirmative	17-550	eʔe	eʔe	
246030	274-17-560-1	Ese Ejja	274	no, negative	17-560	-ama	-ama	
246031	274-17-610-1	Ese Ejja	274	how?	17-610	yaxa; ačaxa	yaxa	
246032	274-17-610-2	Ese Ejja	274	how?	17-610	yaxa; ačaxa	ačaxa	
246033	274-17-620-1	Ese Ejja	274	how many?	17-620	ačewiso	ačewiso	
246034	274-17-640-1	Ese Ejja	274	what?	17-640	ae; hai	ae	
246035	274-17-640-2	Ese Ejja	274	what?	17-640	ae; hai	hai	
246036	274-17-650-1	Ese Ejja	274	when?	17-650	-ho; ačešono	-ho	
246037	274-17-650-2	Ese Ejja	274	when?	17-650	-ho; ačešono	ačešono	
246038	274-17-660-1	Ese Ejja	274	where?	17-660	ačakʷa; ačeho	ačakʷa	
246039	274-17-660-2	Ese Ejja	274	where?	17-660	ačakʷa; ačeho	ačeho	
246040	274-17-670-1	Ese Ejja	274	which?	17-670	ače	ače	
246041	274-17-680-1	Ese Ejja	274	who?	17-680	aʔya; ae	aʔya	
246042	274-17-680-2	Ese Ejja	274	who?	17-680	aʔya; ae	ae	
246043	274-17-690-1	Ese Ejja	274	why?	17-690	apioxi	apioxi	
246044	274-18-110-1	Ese Ejja	274	voice	18-110	e-so(w)i	e-soi	
246045	274-18-120-1	Ese Ejja	274	sing	18-120	sowikʷaya-	sowikʷaya-	
246046	274-18-130-1	Ese Ejja	274	shout, cry out	18-130	taa-; iya-; sea-sea-	taa-	
246047	274-18-130-2	Ese Ejja	274	shout, cry out	18-130	taa-; iya-; sea-sea-	iya-	
246048	274-18-130-3	Ese Ejja	274	shout, cry out	18-130	taa-; iya-; sea-sea-	sea-sea-	
246049	274-18-170-1	Ese Ejja	274	whistle	18-170	wowi-	wowi-	
246050	274-18-210-1	Ese Ejja	274	speak, talk	18-210	mimi-; wowi-	mimi-	
246051	274-18-210-2	Ese Ejja	274	speak, talk	18-210	mimi-; wowi-	wowi-	
246052	274-18-220-1	Ese Ejja	274	say	18-220	po-a-; a-ka-	po-a-	
246053	274-18-220-2	Ese Ejja	274	say	18-220	po-a-; a-ka-	a-ka-	
246054	274-18-221-1	Ese Ejja	274	tell story	18-221	wowi-nahe	wowi-nahe	
246055	274-18-240-1	Ese Ejja	274	language	18-240	e-sowi	e-sowi	
246056	274-18-260-1	Ese Ejja	274	word	18-260	e-sowi; e-piʔɗekikʷi	e-sowi	
246057	274-18-260-2	Ese Ejja	274	word	18-260	e-sowi; e-piʔɗekikʷi	e-piʔɗekikʷi	
246058	274-18-280-1	Ese Ejja	274	name	18-280	aʔɓaxa-ni	aʔɓaxa-ni	
246059	274-18-310-1	Ese Ejja	274	ask (question, inquire)	18-310	wowiaxa-ka-	wowiaxa-ka-	
246060	274-18-350-1	Ese Ejja	274	ask, request	18-350	wowiaxa-nahe	wowiaxa-nahe	
246061	274-18-410-1	Ese Ejja	274	call (=summon)	18-410	'iya-	'iya-	
246062	274-18-510-1	Ese Ejja	274	write	18-510	tewe-	tewe-	
246063	274-18-560-1	Ese Ejja	274	paper	18-560	[papeni]	papeni	1
246064	274-18-570-1	Ese Ejja	274	pen	18-570	e-tewe-xe	e-tewe-xe	
246065	274-18-710-1	Ese Ejja	274	flute	18-710	ɗewe; emea-xi	ɗewe	
246066	274-18-710-2	Ese Ejja	274	flute	18-710	ɗewe; emea-xi	emea-xi	
246067	274-18-730-1	Ese Ejja	274	horn, trumpet	18-730	[waka]šeʔana	wakašeʔana	1
246068	274-19-150-1	Ese Ejja	274	city, town	19-150	ekikiɓo	ekikiɓo	
246069	274-19-160-1	Ese Ejja	274	village	19-160	ekikiɓo; kʷiɲaxi	ekikiɓo	
246070	274-19-160-2	Ese Ejja	274	village	19-160	ekikiɓo; kʷiɲaxi	kʷiɲaxi	
246071	274-19-210-1	Ese Ejja	274	people (populace)	19-210	Eseexa	Eseexa	
246072	274-19-250-1	Ese Ejja	274	staff, walking stick	19-250	exakekʷakaʔakixi	exakekʷakaʔakixi	
246073	274-19-370-1	Ese Ejja	274	citizen, subject	19-370	eseʔexa	eseʔexa	
246074	274-19-410-1	Ese Ejja	274	master	19-410	e-sowiwowi-xi	e-sowiwowi-xi	
246075	274-19-430-1	Ese Ejja	274	servant	19-430	ekʷakʷahi; ewačakoxi	ekʷakʷahi	
246076	274-19-430-2	Ese Ejja	274	servant	19-430	ekʷakʷahi; ewačakoxi	ewačakoxi	
246077	274-19-450-1	Ese Ejja	274	command, order	19-450	woohea-nahe, yemeena	woohea-nahe	
246078	274-19-450-2	Ese Ejja	274	command, order	19-450	woohea-nahe, yemeena	yemeena	
246079	274-19-460-1	Ese Ejja	274	obey	19-460	xašaxaaxaki-	xašaxaaxaki-	
246080	274-19-510-1	Ese Ejja	274	friend, companion	19-510	e-pee-xi; e-xapee-ki	e-pee-xi	
246081	274-19-510-2	Ese Ejja	274	friend, companion	19-510	e-pee-xi; e-xapee-ki	e-xapee-ki	
246082	274-19-580-1	Ese Ejja	274	help, aid	19-580	-sawa; ewasawa-	-sawa	
246083	274-19-580-2	Ese Ejja	274	help, aid	19-580	-sawa; ewasawa-	ewasawa-	
246084	274-19-650-1	Ese Ejja	274	meet	19-650	ɓa-nahe	ɓa-nahe	
246085	274-20-110-1	Ese Ejja	274	fight (vb)	20-110	xakʷiaki-; xakekʷaki-	xakʷiaki-	
246086	274-20-110-2	Ese Ejja	274	fight (vb)	20-110	xakʷiaki-; xakekʷaki-	xakekʷaki-	
246087	274-20-240-1	Ese Ejja	274	bow	20-240	ekowixi	ekowixi	
246088	274-20-250-1	Ese Ejja	274	arrow	20-250	emehe	emehe	
246089	274-20-270-1	Ese Ejja	274	sword	20-270	ɓaa	ɓaa	
246090	274-20-280-1	Ese Ejja	274	gun, cannon	20-280	ekowixi	ekowixi	
246091	274-20-440-1	Ese Ejja	274	defend	20-440	nawe-nahe	nawe-nahe	
246092	274-20-471-1	Ese Ejja	274	guard, sentinel	20-471	wana-	wana-	
246093	274-20-520-1	Ese Ejja	274	fishhook	20-520	baašewiwi	baašewiwi	
246094	274-20-540-1	Ese Ejja	274	fishnet	20-540	heikikʷi	heikikʷi	
246095	274-20-610-1	Ese Ejja	274	hunt	20-610	kekʷa-	kekʷa-	
246096	274-20-620-1	Ese Ejja	274	shoot	20-620	hahawowo-nahe	hahawowo-nahe	
246097	274-21-370-1	Ese Ejja	274	penalty, punishment	21-370	kʷia-ka-; kʷea-	kʷia-ka-	
246098	274-21-370-2	Ese Ejja	274	penalty, punishment	21-370	kʷia-ka-; kʷea-	kʷea-	
246099	274-21-420-1	Ese Ejja	274	murder	21-420	kekʷa-nahe	kekʷa-nahe	
246100	274-21-430-1	Ese Ejja	274	adultery	21-430	peakoxoxi	peakoxoxi	
246101	274-21-510-1	Ese Ejja	274	steal	21-510	sii-ka-	sii-ka-	
246102	274-21-520-1	Ese Ejja	274	thief	21-520	sii-pohi ~ sii-poxi	sii-pohi	
246103	274-21-520-2	Ese Ejja	274	thief	21-520	sii-pohi ~ sii-poxi	sii-poxi	
246104	274-22-160-1	Ese Ejja	274	worship	22-160	ɓiwea-ɓiwea-ki-nahe	ɓiwea-ɓiwea-ki-nahe	
246105	274-22-240-1	Ese Ejja	274	curse	22-240	mimi-tai-nahe	mimi-tai-nahe	
246106	274-22-310-1	Ese Ejja	274	heaven	22-310	eya	eya	
246107	274-22-350-1	Ese Ejja	274	demon (evil spirit)	22-350	eɗosikia	eɗosikia	
246108	274-22-370-1	Ese Ejja	274	idol	22-370	epanaʔyo	epanaʔyo	
246109	274-22-420-1	Ese Ejja	274	magic, witchcraft, sorcery	22-420	eɗosikia, hakekʷi	eɗosikia	
246110	274-22-420-2	Ese Ejja	274	magic, witchcraft, sorcery	22-420	eɗosikia, hakekʷi	hakekʷi	
246111	274-22-430-1	Ese Ejja	274	sorcerer, witch	22-430	eɗosikia; hakekʷi	eɗosikia	
246112	274-22-430-2	Ese Ejja	274	sorcerer, witch	22-430	eɗosikia; hakekʷi	hakekʷi	
246113	274-22-450-1	Ese Ejja	274	ghost, phantom	22-450	e-kʷikia	e-kʷikia	
246114	275-1-100-1	Ese Ejja (Huarayo)	275	world	1-100	meši	meši	
246115	275-1-210-1	Ese Ejja (Huarayo)	275	earth, land	1-210	meši	meši	
246116	275-1-212-1	Ese Ejja (Huarayo)	275	earth=ground, soil	1-212	meši	meši	
246117	275-1-213-1	Ese Ejja (Huarayo)	275	dust	1-213	kia-poi	kia-poi	
246118	275-1-214-1	Ese Ejja (Huarayo)	275	mud	1-214	našapa	našapa	
246119	275-1-215-1	Ese Ejja (Huarayo)	275	sand	1-215	meši hahi	meši hahi	
246120	275-1-220-1	Ese Ejja (Huarayo)	275	mountain, hill	1-220	ebawa	ebawa	
246121	275-1-222-1	Ese Ejja (Huarayo)	275	cliff, precipice	1-222	epawa; ekwewewe	epawa	
246122	275-1-222-2	Ese Ejja (Huarayo)	275	cliff, precipice	1-222	epawa; ekwewewe	ekwewewe	
246123	275-1-230-1	Ese Ejja (Huarayo)	275	plain, field	1-230	weni-weni	weni-weni	
246124	275-1-250-1	Ese Ejja (Huarayo)	275	island	1-250	e-doxoxa	e-doxoxa	
246125	275-1-280-1	Ese Ejja (Huarayo)	275	cave	1-280	e-doxo	e-doxo	
246126	275-1-310-1	Ese Ejja (Huarayo)	275	water	1-310	e-'na	e-'na	
246127	275-1-324-1	Ese Ejja (Huarayo)	275	foam	1-324	wapa	wapa	
246128	275-1-330-1	Ese Ejja (Huarayo)	275	lake	1-330	bai	bai	
246129	275-1-341-1	Ese Ejja (Huarayo)	275	lagoon	1-341	bai-sisi	bai-sisi	
246130	275-1-350-1	Ese Ejja (Huarayo)	275	wave	1-350	e-na-šoxo	e-na-šoxo	
246131	275-1-360-1	Ese Ejja (Huarayo)	275	river, stream, brook	1-360	e-'na	e-'na	
246132	275-1-362-1	Ese Ejja (Huarayo)	275	whirlpool	1-362	baeti	baeti	
246133	275-1-370-1	Ese Ejja (Huarayo)	275	spring, well	1-370	taa	taa	
246134	275-1-380-1	Ese Ejja (Huarayo)	275	swamp	1-380	na-šapa-wawa-wawa	na-šapa-wawa-wawa	
246135	275-1-390-1	Ese Ejja (Huarayo)	275	waterfall	1-390	e-taa-sisi	e-taa-sisi	
246136	275-1-410-1	Ese Ejja (Huarayo)	275	woods, forest	1-410	e-bio	e-bio	
246137	275-1-420-1	Ese Ejja (Huarayo)	275	tree (cf 08.600)	1-420	akwi	akwi	
246138	275-1-440-1	Ese Ejja (Huarayo)	275	stone, rock	1-440	saso	saso	
246139	275-1-510-1	Ese Ejja (Huarayo)	275	sky	1-510	eya	eya	
246140	275-1-520-1	Ese Ejja (Huarayo)	275	sun	1-520	e-šeti	e-šeti	
246141	275-1-530-1	Ese Ejja (Huarayo)	275	moon	1-530	baʔi	baʔi	
246142	275-1-540-1	Ese Ejja (Huarayo)	275	star	1-540	čiče	čiče	
246143	275-1-550-1	Ese Ejja (Huarayo)	275	lightning	1-550	poxexe	poxexe	
246144	275-1-560-1	Ese Ejja (Huarayo)	275	thunder	1-560	kwehi	kwehi	
246145	275-1-570-1	Ese Ejja (Huarayo)	275	lightning (as striking)	1-570	ka'aa	ka'aa	
246146	275-1-580-1	Ese Ejja (Huarayo)	275	storm	1-580	ena-ʔai	ena-ʔai	
246147	275-1-590-1	Ese Ejja (Huarayo)	275	rainbow	1-590	ešixe	ešixe	
246148	275-1-610-1	Ese Ejja (Huarayo)	275	light (noun)	1-610	e-dedo-xi	e-dedo-xi	
246149	275-1-620-1	Ese Ejja (Huarayo)	275	darkness	1-620	e-dedo-xi ča'ma	e-dedo-xi ča'ma	
246150	275-1-630-1	Ese Ejja (Huarayo)	275	shade, shadow	1-630	e-šawa	e-šawa	
246151	275-1-640-1	Ese Ejja (Huarayo)	275	dew	1-640	e-šioo	e-šioo	
246152	275-1-710-1	Ese Ejja (Huarayo)	275	air	1-710	beni	beni	
246153	275-1-720-1	Ese Ejja (Huarayo)	275	wind	1-720	beni	beni	
246154	275-1-730-1	Ese Ejja (Huarayo)	275	cloud	1-730	bo	bo	
246155	275-1-750-1	Ese Ejja (Huarayo)	275	rain (noun)	1-750	e-'na	e-'na	
246156	275-1-810-1	Ese Ejja (Huarayo)	275	fire	1-810	kwaki	kwaki	
246157	275-1-830-1	Ese Ejja (Huarayo)	275	smoke (noun)	1-830	wičača	wičača	
246158	275-1-840-1	Ese Ejja (Huarayo)	275	ashes	1-840	powi	powi	
246159	275-1-851-1	Ese Ejja (Huarayo)	275	burn (vb trans)	1-851	kwakwa-kwe	kwakwa-kwe	
246160	275-1-852-1	Ese Ejja (Huarayo)	275	burn (vb intrans)	1-852	hihi-kwe	hihi-kwe	
246161	275-1-860-1	Ese Ejja (Huarayo)	275	light, kindle, ignite	1-860	kwa'ki-kwakwa-kwe	kwa'ki-kwakwa-kwe	
246162	275-1-861-1	Ese Ejja (Huarayo)	275	extinguish	1-861	čio-kwe	čio-kwe	
246163	275-1-870-1	Ese Ejja (Huarayo)	275	match (noun)	1-870	čikwi	čikwi	
246164	275-1-880-1	Ese Ejja (Huarayo)	275	firewood	1-880	kwaki	kwaki	
246165	275-1-890-1	Ese Ejja (Huarayo)	275	charcoal	1-890	kwaki-koxa-ša	kwaki-koxa-ša	
246166	275-2-100-1	Ese Ejja (Huarayo)	275	person, human being	2-100	ese exa; dexa	ese exa	
246167	275-2-100-2	Ese Ejja (Huarayo)	275	person, human being	2-100	ese exa; dexa	dexa	
246168	275-2-210-1	Ese Ejja (Huarayo)	275	man (vs. woman)	2-210	dexa	dexa	
246169	275-2-220-1	Ese Ejja (Huarayo)	275	woman	2-220	e-pona	e-pona	
246170	275-2-250-1	Ese Ejja (Huarayo)	275	boy	2-250	dexa šoi	dexa šoi	
246171	275-2-260-1	Ese Ejja (Huarayo)	275	girl	2-260	dexa pahi	dexa pahi	
246172	275-2-261-1	Ese Ejja (Huarayo)	275	young woman (adolescent)	2-261	epona e-šoi	epona e-šoi	
246173	275-2-270-1	Ese Ejja (Huarayo)	275	child	2-270	dexa sisi; čawa	dexa sisi	
246174	275-2-270-2	Ese Ejja (Huarayo)	275	child	2-270	dexa sisi; čawa	čawa	
246175	275-2-280-1	Ese Ejja (Huarayo)	275	infant, baby	2-280	e-bakwa	e-bakwa	
246176	275-2-310-1	Ese Ejja (Huarayo)	275	husband	2-310	e-yawe	e-yawe	
246177	275-2-320-1	Ese Ejja (Huarayo)	275	wife	2-320	e-wana-se	e-wana-se	
246178	275-2-330-1	Ese Ejja (Huarayo)	275	marry	2-330	wana-kwe	wana-kwe	
246179	275-2-350-1	Ese Ejja (Huarayo)	275	father	2-350	kaka; iča	kaka	
246180	275-2-350-2	Ese Ejja (Huarayo)	275	father	2-350	kaka; iča	iča	
246181	275-2-360-1	Ese Ejja (Huarayo)	275	mother	2-360	nai	nai	
246182	275-2-380-1	Ese Ejja (Huarayo)	275	married man	2-380	e-yawe	e-yawe	
246183	275-2-390-1	Ese Ejja (Huarayo)	275	married woman	2-390	e-wana-se	e-wana-se	
246184	275-2-410-1	Ese Ejja (Huarayo)	275	son	2-410	bakwa dexa	bakwa dexa	
246185	275-2-420-1	Ese Ejja (Huarayo)	275	daughter	2-420	bakwa-'se	bakwa-'se	
246186	275-2-440-1	Ese Ejja (Huarayo)	275	brother	2-440	doe	doe	
246187	275-2-444-1	Ese Ejja (Huarayo)	275	older brother	2-444	nono	nono	
246188	275-2-445-1	Ese Ejja (Huarayo)	275	younger brother	2-445	čawa	čawa	
246189	275-2-450-1	Ese Ejja (Huarayo)	275	sister	2-450	xoʔi	xoʔi	
246190	275-2-454-1	Ese Ejja (Huarayo)	275	older sister	2-454	'ʔaʔia-se	'ʔaʔia-se	
246191	275-2-455-1	Ese Ejja (Huarayo)	275	younger sister	2-455	šewe	šewe	
246192	275-2-458-1	Ese Ejja (Huarayo)	275	twins	2-458	beka-'ha	beka-'ha	
246193	275-2-460-1	Ese Ejja (Huarayo)	275	grandfather	2-460	baba	baba	
246194	275-2-461-1	Ese Ejja (Huarayo)	275	old man	2-461	e-čii	e-čii	
246195	275-2-470-1	Ese Ejja (Huarayo)	275	grandmother	2-470	ʔano	ʔano	
246196	275-2-471-1	Ese Ejja (Huarayo)	275	old woman	2-471	e-pona-čii	e-pona-čii	
246197	275-2-480-1	Ese Ejja (Huarayo)	275	grandson	2-480	osekwa	osekwa	
246198	275-2-490-1	Ese Ejja (Huarayo)	275	granddaughter	2-490	osekwa	osekwa	
246199	275-2-510-1	Ese Ejja (Huarayo)	275	uncle	2-510	kaka; iča	kaka	
246200	275-2-510-2	Ese Ejja (Huarayo)	275	uncle	2-510	kaka; iča	iča	
246201	275-2-511-1	Ese Ejja (Huarayo)	275	mother's brother	2-511	toto	toto	
246202	275-2-512-1	Ese Ejja (Huarayo)	275	father's brother	2-512	kaka; iča	kaka	
246203	275-2-512-2	Ese Ejja (Huarayo)	275	father's brother	2-512	kaka; iča	iča	
246204	275-2-520-1	Ese Ejja (Huarayo)	275	aunt	2-520	nai	nai	
246205	275-2-521-1	Ese Ejja (Huarayo)	275	mother's sister	2-521	nai	nai	
246206	275-2-522-1	Ese Ejja (Huarayo)	275	father's sister	2-522	nene	nene	
246207	275-2-530-1	Ese Ejja (Huarayo)	275	nephew	2-530	čawa	čawa	
246208	275-2-540-1	Ese Ejja (Huarayo)	275	niece	2-540	šewe	šewe	
246209	275-2-550-1	Ese Ejja (Huarayo)	275	cousin	2-550	nono	nono	
246210	275-2-560-1	Ese Ejja (Huarayo)	275	ancestors	2-560	ese-exa ečii-kiana	ese-exa ečii-kiana	
246211	275-2-720-1	Ese Ejja (Huarayo)	275	stepmother	2-720	šana-se	šana-se	
246212	275-2-750-1	Ese Ejja (Huarayo)	275	orphan	2-750	xia-xi-'ma	xia-xi-'ma	
246213	275-2-760-1	Ese Ejja (Huarayo)	275	widow	2-760	e-yawe e-mano-ʔio	e-yawe e-mano-ʔio	
246214	275-2-770-1	Ese Ejja (Huarayo)	275	widower	2-770	e-wana-se e-mano-ʔio	e-wana-se e-mano-ʔio	
246215	275-2-810-1	Ese Ejja (Huarayo)	275	relatives, kinsmen	2-810	ese-exa	ese-exa	
246216	275-2-910-1	Ese Ejja (Huarayo)	275	I	2-910	e-ya; e-ya-ya	e-ya	
246217	275-2-910-2	Ese Ejja (Huarayo)	275	I	2-910	e-ya; e-ya-ya	e-ya-ya	
246218	275-2-920-1	Ese Ejja (Huarayo)	275	you (singular)	2-920	mi-ya; mi-ya-ya	mi-ya	
246219	275-2-920-2	Ese Ejja (Huarayo)	275	you (singular)	2-920	mi-ya; mi-ya-ya	mi-ya-ya	
246220	275-2-930-1	Ese Ejja (Huarayo)	275	he/she/it	2-930	o-ya; o-ya-ya	o-ya	
246221	275-2-930-2	Ese Ejja (Huarayo)	275	he/she/it	2-930	o-ya; o-ya-ya	o-ya-ya	
246222	275-2-940-1	Ese Ejja (Huarayo)	275	we	2-940	e-kwana; e-kwana-ya	e-kwana	
246223	275-2-940-2	Ese Ejja (Huarayo)	275	we	2-940	e-kwana; e-kwana-ya	e-kwana-ya	
246224	275-2-941-1	Ese Ejja (Huarayo)	275	we (inclusive)	2-941	e-se-ha	e-se-ha	
246225	275-2-950-1	Ese Ejja (Huarayo)	275	you (plural)	2-950	mi-kiana; mi-kiana-ya	mi-kiana	
246226	275-2-950-2	Ese Ejja (Huarayo)	275	you (plural)	2-950	mi-kiana; mi-kiana-ya	mi-kiana-ya	
246227	275-2-960-1	Ese Ejja (Huarayo)	275	they	2-960	o-kwana-ya; o-'kwana-ya	o-kwana-ya	
246228	275-2-960-2	Ese Ejja (Huarayo)	275	they	2-960	o-kwana-ya; o-'kwana-ya	o-'kwana-ya	
246229	275-3-160-1	Ese Ejja (Huarayo)	275	pasture	3-160	beni	beni	
246230	275-3-230-1	Ese Ejja (Huarayo)	275	cow	3-230	ana-ʔai	ana-ʔai	
246231	275-3-320-1	Ese Ejja (Huarayo)	275	boar	3-320	yoxi	yoxi	
246232	275-3-350-1	Ese Ejja (Huarayo)	275	pig	3-350	ɲo ʔai	ɲo ʔai	
246233	275-3-540-1	Ese Ejja (Huarayo)	275	hen	3-540	see ʔiwi	see ʔiwi	
246234	275-3-550-1	Ese Ejja (Huarayo)	275	chicken	3-550	dexa hao	dexa hao	
246235	275-3-570-1	Ese Ejja (Huarayo)	275	duck	3-570	nono	nono	
246236	275-3-580-1	Ese Ejja (Huarayo)	275	nest	3-580	e-'xa	e-'xa	
246237	275-3-582-1	Ese Ejja (Huarayo)	275	seagull	3-582	e-na kwei behe	e-na kwei behe	
246238	275-3-583-1	Ese Ejja (Huarayo)	275	heron	3-583	boka	boka	
246239	275-3-584-1	Ese Ejja (Huarayo)	275	eagle	3-584	kee wai	kee wai	
246240	275-3-585-1	Ese Ejja (Huarayo)	275	hawk	3-585	wipa	wipa	
246241	275-3-586-1	Ese Ejja (Huarayo)	275	vulture	3-586	ba'bo sewawa	ba'bo sewawa	
246242	275-3-591-1	Ese Ejja (Huarayo)	275	bat	3-591	biɲa	biɲa	
246243	275-3-592-1	Ese Ejja (Huarayo)	275	parrot	3-592	čako	čako	
246244	275-3-594-1	Ese Ejja (Huarayo)	275	dove	3-594	kwei behe	kwei behe	
246245	275-3-596-1	Ese Ejja (Huarayo)	275	owl	3-596	pexe-pexe	pexe-pexe	
246246	275-3-610-1	Ese Ejja (Huarayo)	275	dog	3-610	iɲa wewa	iɲa wewa	
246247	275-3-614-1	Ese Ejja (Huarayo)	275	rabbit	3-614	šaxa [misi]	šaxa misi	1
246248	275-3-620-1	Ese Ejja (Huarayo)	275	cat	3-620	[misi]	misi	1
246249	275-3-630-1	Ese Ejja (Huarayo)	275	mouse, rat	3-630	dawičo	dawičo	
246250	275-3-650-1	Ese Ejja (Huarayo)	275	fish	3-650	na'o	na'o	
246251	275-3-652-1	Ese Ejja (Huarayo)	275	fin (dorsal)	3-652	e-iɲa	e-iɲa	
246252	275-3-653-1	Ese Ejja (Huarayo)	275	fishscale	3-653	e-sope	e-sope	
246253	275-3-654-1	Ese Ejja (Huarayo)	275	gill	3-654	e-šaxa	e-šaxa	
246254	275-3-655-1	Ese Ejja (Huarayo)	275	shell	3-655	bexo	bexo	
246255	275-3-664-1	Ese Ejja (Huarayo)	275	stingray	3-664	ibabi	ibabi	
246256	275-3-665-1	Ese Ejja (Huarayo)	275	freshwater eel	3-665	wio ʔai	wio ʔai	
246257	275-3-730-1	Ese Ejja (Huarayo)	275	bear	3-730	a'na	a'na	
246258	275-3-750-1	Ese Ejja (Huarayo)	275	deer	3-750	dokwei	dokwei	
246259	275-3-760-1	Ese Ejja (Huarayo)	275	monkey	3-760	do	do	
246260	275-3-811-1	Ese Ejja (Huarayo)	275	louse	3-811	bia	bia	
246261	275-3-814-1	Ese Ejja (Huarayo)	275	centipede	3-814	kono pexa	kono pexa	
246262	275-3-815-1	Ese Ejja (Huarayo)	275	scorpion	3-815	axi tsewe	axi tsewe	
246263	275-3-816-1	Ese Ejja (Huarayo)	275	cockroach	3-816	čapa	čapa	
246264	275-3-817-1	Ese Ejja (Huarayo)	275	ant	3-817	poxi aso	poxi aso	
246265	275-3-818-1	Ese Ejja (Huarayo)	275	spider	3-818	baša	baša	
246266	275-3-820-1	Ese Ejja (Huarayo)	275	bee	3-820	wini	wini	
246267	275-3-821-1	Ese Ejja (Huarayo)	275	beeswax	3-821	wini taʔa	wini taʔa	
246268	275-3-822-1	Ese Ejja (Huarayo)	275	beehive	3-822	kiipaši	kiipaši	
246269	275-3-823-1	Ese Ejja (Huarayo)	275	wasp	3-823	bia	bia	
